id,date_time,symbol_pair,type,price,amount,fee,total
958,2021-05-20T13:14:39Z,BTCUSDT,buy,1.33,106.40,0.14,141.42
959,2021-05-20T14:07:13Z,BTCUSDT,sell,1.67,103.32,0.17,173.06
960,2021-05-20T14:59:47Z,BTCUSDT,buy,1.08,109.07,0.12,117.51
961,2021-05-20T15:52:20Z,BTCUSDT,sell,1.33,103.04,0.14,136.70
962,2021-05-20T16:44:54Z,BTCUSDT,buy,1.25,100.87,0.13,126.38
963,2021-05-20T17:37:27Z,BTCUSDT,sell,1.29,106.43,0.14,136.91
964,2021-05-20T18:30:01Z,BTCUSDT,buy,1.31,103.88,0.14,136.42
965,2021-05-20T19:22:35Z,BTCUSDT,sell,1.16,104.30,0.12,120.75
966,2021-05-20T20:15:08Z,BTCUSDT,buy,1.57,106.45,0.17,167.53
967,2021-05-20T21:07:42Z,BTCUSDT,sell,1.38,108.06,0.15,149.18
968,2021-05-20T22:00:15Z,BTCUSDT,buy,1.81,102.35,0.19,185.38
969,2021-05-20T22:52:49Z,BTCUSDT,sell,1.01,103.32,0.10,104.28
970,2021-05-20T23:45:23Z,BTCUSDT,buy,1.34,105.69,0.14,141.56
971,2021-05-21T00:37:56Z,BTCUSDT,sell,1.42,105.59,0.15,150.13
972,2021-05-21T01:30:30Z,BTCUSDT,buy,1.39,106.39,0.15,148.05
973,2021-05-21T02:23:03Z,BTCUSDT,sell,1.25,100.56,0.13,126.17
974,2021-05-21T03:15:37Z,BTCUSDT,buy,1.94,102.28,0.20,198.91
975,2021-05-21T04:08:11Z,BTCUSDT,sell,1.43,105.83,0.15,151.65
976,2021-05-21T05:00:44Z,BTCUSDT,buy,1.55,102.24,0.16,158.93
977,2021-05-21T05:53:18Z,BTCUSDT,sell,1.89,109.44,0.21,207.20
978,2021-05-21T06:45:51Z,BTCUSDT,buy,1.42,109.83,0.16,156.57
979,2021-05-21T07:38:25Z,BTCUSDT,sell,1.96,107.12,0.21,210.55
980,2021-05-21T08:30:59Z,BTCUSDT,buy,1.85,109.88,0.20,203.56
981,2021-05-21T09:23:32Z,BTCUSDT,sell,1.07,100.21,0.11,107.82
982,2021-05-21T10:16:06Z,BTCUSDT,buy,1.39,107.63,0.15,149.50
983,2021-05-21T11:08:39Z,BTCUSDT,sell,1.57,104.23,0.16,163.65
984,2021-05-21T12:01:13Z,BTCUSDT,buy,1.75,102.03,0.18,178.74
985,2021-05-21T12:53:47Z,BTCUSDT,sell,1.58,101.38,0.16,160.14
986,2021-05-21T13:46:20Z,BTCUSDT,buy,1.88,101.71,0.19,191.29
987,2021-05-21T14:38:54Z,BTCUSDT,sell,1.47,104.28,0.15,152.93
988,2021-05-21T15:31:27Z,BTCUSDT,buy,1.60,100.90,0.16,161.13
989,2021-05-21T16:24:01Z,BTCUSDT,sell,1.19,103.97,0.12,123.82
990,2021-05-21T17:16:35Z,BTCUSDT,buy,1.20,105.26,0.13,126.08
991,2021-05-21T18:09:08Z,BTCUSDT,sell,1.06,102.44,0.11,108.81
992,2021-05-21T19:01:42Z,BTCUSDT,buy,1.87,109.73,0.20,204.93
993,2021-05-21T19:54:15Z,BTCUSDT,sell,1.21,100.52,0.12,121.78
994,2021-05-21T20:46:49Z,BTCUSDT,buy,1.29,107.86,0.14,138.88
995,2021-05-21T21:39:23Z,BTCUSDT,sell,1.24,101.48,0.13,125.68
996,2021-05-21T22:31:56Z,BTCUSDT,buy,2.00,105.08,0.21,210.30
997,2021-05-21T23:24:30Z,BTCUSDT,sell,1.92,100.29,0.19,192.45
998,2021-05-22T00:17:03Z,BTCUSDT,buy,1.49,103.72,0.15,154.90
999,2021-05-22T01:09:37Z,BTCUSDT,sell,1.06,100.91,0.11,106.81
1000,2021-05-22T02:02:11Z,BTCUSDT,buy,1.98,108.39,0.21,214.55
1001,2021-05-22T02:54:44Z,BTCUSDT,sell,1.98,109.26,0.22,216.85
1002,2021-05-22T03:47:18Z,BTCUSDT,buy,1.76,105.49,0.19,185.50
1003,2021-05-22T04:39:51Z,BTCUSDT,sell,1.01,106.26,0.11,107.82
1004,2021-05-22T05:32:25Z,BTCUSDT,buy,1.07,100.76,0.11,107.58
1005,2021-05-22T06:24:59Z,BTCUSDT,sell,1.64,103.80,0.17,170.11
1006,2021-05-22T07:17:32Z,BTCUSDT,buy,1.29,105.66,0.14,136.78
1007,2021-05-22T08:10:06Z,BTCUSDT,sell,1.45,104.90,0.15,152.52
1008,2021-05-22T09:02:39Z,BTCUSDT,buy,1.45,108.25,0.16,157.17
1009,2021-05-22T09:55:13Z,BTCUSDT,sell,1.84,106.96,0.20,197.49
1010,2021-05-22T10:47:47Z,BTCUSDT,buy,1.66,107.91,0.18,179.63
1011,2021-05-22T11:40:20Z,BTCUSDT,sell,1.68,102.07,0.17,171.41
1012,2021-05-22T12:32:54Z,BTCUSDT,buy,1.94,103.54,0.20,201.37
1013,2021-05-22T13:25:27Z,BTCUSDT,sell,1.46,105.35,0.15,154.45
1014,2021-05-22T14:18:01Z,BTCUSDT,buy,1.15,101.83,0.12,117.15
1015,2021-05-22T15:10:35Z,BTCUSDT,sell,1.46,104.28,0.15,152.47
1016,2021-05-22T16:03:08Z,BTCUSDT,buy,1.19,102.89,0.12,122.20
1017,2021-05-22T16:55:42Z,BTCUSDT,sell,1.99,102.27,0.20,203.49
1018,2021-05-22T17:48:15Z,BTCUSDT,buy,1.03,103.31,0.11,106.09
1019,2021-05-22T18:40:49Z,BTCUSDT,sell,1.56,100.08,0.16,156.15
1020,2021-05-22T19:33:23Z,BTCUSDT,buy,1.07,108.56,0.12,115.89
1021,2021-05-22T20:25:56Z,BTCUSDT,sell,1.37,102.66,0.14,141.11
1022,2021-05-22T21:18:30Z,BTCUSDT,buy,1.17,101.59,0.12,118.59
1023,2021-05-22T22:11:03Z,BTCUSDT,sell,1.41,108.93,0.15,154.04
1024,2021-05-22T23:03:37Z,BTCUSDT,buy,1.76,104.16,0.18,183.21
1025,2021-05-22T23:56:11Z,BTCUSDT,sell,1.21,104.81,0.13,126.74
1026,2021-05-23T00:48:44Z,BTCUSDT,buy,1.56,108.51,0.17,169.29
1027,2021-05-23T01:41:18Z,BTCUSDT,sell,1.77,107.50,0.19,190.80
1028,2021-05-23T02:33:51Z,BTCUSDT,buy,1.26,103.02,0.13,130.37
1029,2021-05-23T03:26:25Z,BTCUSDT,sell,1.32,104.99,0.14,138.65
1030,2021-05-23T04:18:59Z,BTCUSDT,buy,1.28,100.06,0.13,128.60
1031,2021-05-23T05:11:32Z,BTCUSDT,sell,1.98,105.53,0.21,209.22
1032,2021-05-23T06:04:06Z,BTCUSDT,buy,1.52,101.30,0.15,153.63
1033,2021-05-23T06:56:39Z,BTCUSDT,sell,1.11,108.12,0.12,120.42
1034,2021-05-23T07:49:13Z,BTCUSDT,buy,1.71,108.49,0.19,185.52
1035,2021-05-23T08:41:47Z,BTCUSDT,sell,1.82,101.62,0.18,184.88
1036,2021-05-23T09:34:20Z,BTCUSDT,buy,1.71,102.84,0.18,176.37
1037,2021-05-23T10:26:54Z,BTCUSDT,sell,1.49,104.68,0.16,156.59
1038,2021-05-23T11:19:27Z,BTCUSDT,buy,1.18,100.51,0.12,118.88
1039,2021-05-23T12:12:01Z,BTCUSDT,sell,1.16,108.45,0.13,125.76
1040,2021-05-23T13:04:35Z,BTCUSDT,buy,1.17,101.01,0.12,118.00
1041,2021-05-23T13:57:08Z,BTCUSDT,sell,1.41,105.46,0.15,148.96
1042,2021-05-23T14:49:42Z,BTCUSDT,buy,1.46,105.21,0.15,153.78
1043,2021-05-23T15:42:15Z,BTCUSDT,sell,1.75,102.72,0.18,179.79
1044,2021-05-23T16:34:49Z,BTCUSDT,buy,1.48,103.35,0.15,152.67
1045,2021-05-23T17:27:23Z,BTCUSDT,sell,1.28,104.56,0.13,133.82
1046,2021-05-23T18:19:56Z,BTCUSDT,buy,1.23,107.15,0.13,131.40
1047,2021-05-23T19:12:30Z,BTCUSDT,sell,1.43,105.33,0.15,150.54
1048,2021-05-23T20:05:03Z,BTCUSDT,buy,1.81,100.50,0.18,181.77
1049,2021-05-23T20:57:37Z,BTCUSDT,sell,1.97,104.46,0.21,206.20
1050,2021-05-23T21:50:11Z,BTCUSDT,buy,1.33,107.78,0.14,143.69
1051,2021-05-23T22:42:44Z,BTCUSDT,sell,1.60,106.87,0.17,171.66
1052,2021-05-23T23:35:18Z,BTCUSDT,buy,1.75,104.85,0.18,183.45
1053,2021-05-24T00:27:51Z,BTCUSDT,sell,1.91,103.34,0.20,197.69
1054,2021-05-24T01:20:25Z,BTCUSDT,buy,1.76,106.97,0.19,188.74
1055,2021-05-24T02:12:59Z,BTCUSDT,sell,1.51,105.60,0.16,159.36
1056,2021-05-24T03:05:32Z,BTCUSDT,buy,1.57,101.44,0.16,159.10
1057,2021-05-24T03:58:06Z,BTCUSDT,sell,1.78,109.13,0.19,194.64
1058,2021-05-24T04:50:39Z,BTCUSDT,buy,1.31,105.26,0.14,138.50
1059,2021-05-24T05:43:13Z,BTCUSDT,sell,1.49,103.73,0.15,154.29
1060,2021-05-24T06:35:47Z,BTCUSDT,buy,1.19,102.49,0.12,121.72
1061,2021-05-24T07:28:20Z,BTCUSDT,sell,1.91,105.57,0.20,201.42
1062,2021-05-24T08:20:54Z,BTCUSDT,buy,1.15,101.81,0.12,117.03
1063,2021-05-24T09:13:27Z,BTCUSDT,sell,1.87,100.97,0.19,189.24
1064,2021-05-24T10:06:01Z,BTCUSDT,buy,1.70,103.43,0.18,176.14
1065,2021-05-24T10:58:35Z,BTCUSDT,sell,1.48,102.34,0.15,151.80
1066,2021-05-24T11:51:08Z,BTCUSDT,buy,1.88,100.78,0.19,189.17
1067,2021-05-24T12:43:42Z,BTCUSDT,sell,1.45,105.29,0.15,153.34
1068,2021-05-24T13:36:15Z,BTCUSDT,buy,1.18,105.86,0.13,125.47
1069,2021-05-24T14:28:49Z,BTCUSDT,sell,1.38,101.80,0.14,140.48
1070,2021-05-24T15:21:23Z,BTCUSDT,buy,1.81,101.59,0.18,184.46
1071,2021-05-24T16:13:56Z,BTCUSDT,sell,1.93,101.16,0.20,195.39
1072,2021-05-24T17:06:30Z,BTCUSDT,buy,1.60,109.72,0.18,175.64
1073,2021-05-24T17:59:03Z,BTCUSDT,sell,1.49,103.93,0.15,154.59
1074,2021-05-24T18:51:37Z,BTCUSDT,buy,1.41,103.53,0.15,146.06
1075,2021-05-24T19:44:11Z,BTCUSDT,sell,1.55,104.17,0.16,161.87
1076,2021-05-24T20:36:44Z,BTCUSDT,buy,1.56,100.85,0.16,157.45
1077,2021-05-24T21:29:18Z,BTCUSDT,sell,1.58,101.15,0.16,159.56
1078,2021-05-24T22:21:51Z,BTCUSDT,buy,1.93,102.84,0.20,198.31
1079,2021-05-24T23:14:25Z,BTCUSDT,sell,1.73,103.51,0.18,178.75
1080,2021-05-25T00:06:59Z,BTCUSDT,buy,1.06,109.68,0.12,115.93
1081,2021-05-25T00:59:32Z,BTCUSDT,sell,1.44,108.94,0.16,156.97
1082,2021-05-25T01:52:06Z,BTCUSDT,buy,1.78,100.87,0.18,179.56
1083,2021-05-25T02:44:39Z,BTCUSDT,sell,1.67,107.45,0.18,179.88
1084,2021-05-25T03:37:13Z,BTCUSDT,buy,1.62,103.91,0.17,168.08
1085,2021-05-25T04:29:47Z,BTCUSDT,sell,1.73,102.82,0.18,178.18
1086,2021-05-25T05:22:20Z,BTCUSDT,buy,1.64,102.33,0.17,168.10
1087,2021-05-25T06:14:54Z,BTCUSDT,sell,1.77,102.40,0.18,181.55
1088,2021-05-25T07:07:27Z,BTCUSDT,buy,1.07,110.00,0.12,117.77
1089,2021-05-25T08:00:01Z,BTCUSDT,sell,1.08,100.74,0.11,108.62
1090,2021-05-25T08:52:35Z,BTCUSDT,buy,1.31,106.89,0.14,139.91
1091,2021-05-25T09:45:08Z,BTCUSDT,sell,1.92,104.67,0.20,201.36
1092,2021-05-25T10:37:42Z,BTCUSDT,buy,1.10,107.61,0.12,118.75
1093,2021-05-25T11:30:15Z,BTCUSDT,sell,1.37,103.71,0.14,141.73
1094,2021-05-25T12:22:49Z,BTCUSDT,buy,1.49,104.18,0.15,155.03
1095,2021-05-25T13:15:23Z,BTCUSDT,sell,1.88,109.91,0.21,206.49
1096,2021-05-25T14:07:56Z,BTCUSDT,buy,1.57,101.91,0.16,159.83
1097,2021-05-25T15:00:30Z,BTCUSDT,sell,1.32,101.53,0.13,133.86
1098,2021-05-25T15:53:03Z,BTCUSDT,buy,1.41,104.33,0.15,147.61
1099,2021-05-25T16:45:37Z,BTCUSDT,sell,1.45,105.92,0.15,153.60
1100,2021-05-25T17:38:11Z,BTCUSDT,buy,1.02,103.65,0.11,105.64
1101,2021-05-25T18:30:44Z,BTCUSDT,sell,1.66,107.45,0.18,178.29
1102,2021-05-25T19:23:18Z,BTCUSDT,buy,1.19,109.39,0.13,130.25
1103,2021-05-25T20:15:51Z,BTCUSDT,sell,1.96,103.75,0.20,203.86
1104,2021-05-25T21:08:25Z,BTCUSDT,buy,1.24,105.44,0.13,130.96
1105,2021-05-25T22:00:59Z,BTCUSDT,sell,1.56,108.29,0.17,169.14
1106,2021-05-25T22:53:32Z,BTCUSDT,buy,1.11,106.06,0.12,118.18
1107,2021-05-25T23:46:06Z,BTCUSDT,sell,1.69,102.72,0.17,173.76
1108,2021-05-26T00:38:39Z,BTCUSDT,buy,1.25,104.39,0.13,130.13
1109,2021-05-26T01:31:13Z,BTCUSDT,sell,1.79,100.55,0.18,180.08
1110,2021-05-26T02:23:47Z,BTCUSDT,buy,1.98,103.62,0.21,205.27
1111,2021-05-26T03:16:20Z,BTCUSDT,sell,1.36,107.95,0.15,147.34
1112,2021-05-26T04:08:54Z,BTCUSDT,buy,1.85,107.59,0.20,198.85
1113,2021-05-26T05:01:27Z,BTCUSDT,sell,1.37,101.80,0.14,139.30
1114,2021-05-26T05:54:01Z,BTCUSDT,buy,1.29,101.20,0.13,130.76
1115,2021-05-26T06:46:35Z,BTCUSDT,sell,1.44,104.61,0.15,150.28
1116,2021-05-26T07:39:08Z,BTCUSDT,buy,1.14,109.57,0.12,124.57
1117,2021-05-26T08:31:42Z,BTCUSDT,sell,1.29,108.59,0.14,140.61
1118,2021-05-26T09:24:15Z,BTCUSDT,buy,1.40,100.84,0.14,141.12
1119,2021-05-26T10:16:49Z,BTCUSDT,sell,1.97,105.86,0.21,208.65
1120,2021-05-26T11:09:23Z,BTCUSDT,buy,1.79,109.93,0.20,196.70
1121,2021-05-26T12:01:56Z,BTCUSDT,sell,1.71,102.86,0.18,176.39
1122,2021-05-26T12:54:30Z,BTCUSDT,buy,1.80,109.86,0.20,197.99
1123,2021-05-26T13:47:03Z,BTCUSDT,sell,1.02,109.33,0.11,111.11
1124,2021-05-26T14:39:37Z,BTCUSDT,buy,1.26,108.80,0.14,137.55
1125,2021-05-26T15:32:11Z,BTCUSDT,sell,1.93,102.95,0.20,199.16
1126,2021-05-26T16:24:44Z,BTCUSDT,buy,1.48,104.65,0.15,154.68
1127,2021-05-26T17:17:18Z,BTCUSDT,sell,1.61,105.92,0.17,170.24
1128,2021-05-26T18:09:51Z,BTCUSDT,buy,1.91,107.10,0.20,204.81
1129,2021-05-26T19:02:25Z,BTCUSDT,sell,1.63,100.71,0.16,163.97
1130,2021-05-26T19:54:59Z,BTCUSDT,buy,1.34,105.45,0.14,141.32
1131,2021-05-26T20:47:32Z,BTCUSDT,sell,1.55,106.80,0.17,165.23
1132,2021-05-26T21:40:06Z,BTCUSDT,buy,1.16,107.70,0.12,124.74
1133,2021-05-26T22:32:39Z,BTCUSDT,sell,1.61,105.35,0.17,169.41
1134,2021-05-26T23:25:13Z,BTCUSDT,buy,1.48,107.55,0.16,159.18
1135,2021-05-27T00:17:47Z,BTCUSDT,sell,1.57,101.37,0.16,158.90
1136,2021-05-27T01:10:20Z,BTCUSDT,buy,1.08,108.89,0.12,117.48
1137,2021-05-27T02:02:54Z,BTCUSDT,sell,1.50,102.01,0.15,153.11
1138,2021-05-27T02:55:27Z,BTCUSDT,buy,1.95,100.45,0.20,195.67
1139,2021-05-27T03:48:01Z,BTCUSDT,sell,1.62,107.99,0.18,175.45
1140,2021-05-27T04:40:35Z,BTCUSDT,buy,1.50,103.35,0.16,155.69
1141,2021-05-27T05:33:08Z,BTCUSDT,sell,1.56,102.56,0.16,160.01
1142,2021-05-27T06:25:42Z,BTCUSDT,buy,1.76,105.97,0.19,186.93
1143,2021-05-27T07:18:15Z,BTCUSDT,sell,1.43,106.48,0.15,152.43
1144,2021-05-27T08:10:49Z,BTCUSDT,buy,1.27,102.46,0.13,130.62
1145,2021-05-27T09:03:23Z,BTCUSDT,sell,1.32,106.72,0.14,140.56
1146,2021-05-27T09:55:56Z,BTCUSDT,buy,1.30,102.19,0.13,132.94
1147,2021-05-27T10:48:30Z,BTCUSDT,sell,1.48,100.66,0.15,149.01
1148,2021-05-27T11:41:03Z,BTCUSDT,buy,1.91,101.32,0.19,193.26
1149,2021-05-27T12:33:37Z,BTCUSDT,sell,1.21,105.56,0.13,127.76
1150,2021-05-27T13:26:11Z,BTCUSDT,buy,1.75,103.64,0.18,181.48
1151,2021-05-27T14:18:44Z,BTCUSDT,sell,1.98,106.89,0.21,211.48
1152,2021-05-27T15:11:18Z,BTCUSDT,buy,1.12,104.58,0.12,117.29
1153,2021-05-27T16:03:51Z,BTCUSDT,sell,1.06,103.58,0.11,110.17
1154,2021-05-27T16:56:25Z,BTCUSDT,buy,1.83,103.79,0.19,190.01
1155,2021-05-27T17:48:59Z,BTCUSDT,sell,1.78,102.18,0.18,182.45
1156,2021-05-27T18:41:32Z,BTCUSDT,buy,1.10,100.67,0.11,111.00
1157,2021-05-27T19:34:06Z,BTCUSDT,sell,1.38,109.56,0.15,151.57
1158,2021-05-27T20:26:39Z,BTCUSDT,buy,1.39,105.69,0.15,146.97
1159,2021-05-27T21:19:13Z,BTCUSDT,sell,1.74,107.53,0.19,187.65
1160,2021-05-27T22:11:47Z,BTCUSDT,buy,1.17,104.41,0.12,122.75
1161,2021-05-27T23:04:20Z,BTCUSDT,sell,1.85,102.37,0.19,189.62
1162,2021-05-27T23:56:54Z,BTCUSDT,buy,1.80,103.66,0.19,186.41
1163,2021-05-28T00:49:27Z,BTCUSDT,sell,1.68,104.75,0.18,176.48
1164,2021-05-28T01:42:01Z,BTCUSDT,buy,1.83,101.16,0.19,185.79
1165,2021-05-28T02:34:35Z,BTCUSDT,sell,1.66,103.40,0.17,171.50
1166,2021-05-28T03:27:08Z,BTCUSDT,buy,1.50,102.06,0.15,153.58
1167,2021-05-28T04:19:42Z,BTCUSDT,sell,1.39,100.78,0.14,140.31
1168,2021-05-28T05:12:15Z,BTCUSDT,buy,1.86,103.08,0.19,191.72
1169,2021-05-28T06:04:49Z,BTCUSDT,sell,1.68,108.91,0.18,183.55
1170,2021-05-28T06:57:23Z,BTCUSDT,buy,1.35,108.54,0.15,147.13
1171,2021-05-28T07:49:56Z,BTCUSDT,sell,1.64,103.84,0.17,170.47
1172,2021-05-28T08:42:30Z,BTCUSDT,buy,1.25,108.07,0.13,135.07
1173,2021-05-28T09:35:03Z,BTCUSDT,sell,1.82,104.17,0.19,189.66
1174,2021-05-28T10:27:37Z,BTCUSDT,buy,1.43,105.73,0.15,151.16
1175,2021-05-28T11:20:11Z,BTCUSDT,sell,1.31,108.85,0.14,143.20
1176,2021-05-28T12:12:44Z,BTCUSDT,buy,1.38,108.73,0.15,150.21
1177,2021-05-28T13:05:18Z,BTCUSDT,sell,1.01,108.83,0.11,110.51
1178,2021-05-28T13:57:51Z,BTCUSDT,buy,1.25,107.04,0.13,133.83
1179,2021-05-28T14:50:25Z,BTCUSDT,sell,1.81,100.69,0.18,182.29
1180,2021-05-28T15:42:59Z,BTCUSDT,buy,1.48,105.72,0.16,157.00
1181,2021-05-28T16:35:32Z,BTCUSDT,sell,1.83,106.04,0.19,194.61
1182,2021-05-28T17:28:06Z,BTCUSDT,buy,1.75,101.25,0.18,177.24
1183,2021-05-28T18:20:39Z,BTCUSDT,sell,1.84,102.04,0.19,187.91
1184,2021-05-28T19:13:13Z,BTCUSDT,buy,1.85,103.23,0.19,191.37
1185,2021-05-28T20:05:47Z,BTCUSDT,sell,1.29,108.17,0.14,139.16
1186,2021-05-28T20:58:20Z,BTCUSDT,buy,1.90,106.70,0.20,203.11
1187,2021-05-28T21:50:54Z,BTCUSDT,sell,1.23,108.43,0.13,133.33
1188,2021-05-28T22:43:27Z,BTCUSDT,buy,1.02,107.40,0.11,109.34
1189,2021-05-28T23:36:01Z,BTCUSDT,sell,1.69,106.69,0.18,180.28
1190,2021-05-29T00:28:35Z,BTCUSDT,buy,1.97,101.15,0.20,199.76
1191,2021-05-29T01:21:08Z,BTCUSDT,sell,1.67,101.81,0.17,170.60
1192,2021-05-29T02:13:42Z,BTCUSDT,buy,1.21,105.56,0.13,128.18
1193,2021-05-29T03:06:15Z,BTCUSDT,sell,1.31,100.22,0.13,131.34
1194,2021-05-29T03:58:49Z,BTCUSDT,buy,1.18,106.63,0.13,125.93
1195,2021-05-29T04:51:23Z,BTCUSDT,sell,1.09,108.31,0.12,118.54
1196,2021-05-29T05:43:56Z,BTCUSDT,buy,1.95,108.34,0.21,211.50
1197,2021-05-29T06:36:30Z,BTCUSDT,sell,1.25,103.11,0.13,128.74
1198,2021-05-29T07:29:03Z,BTCUSDT,buy,1.46,105.29,0.15,153.91
1199,2021-05-29T08:21:37Z,BTCUSDT,sell,1.79,102.93,0.18,184.00
1200,2021-05-29T09:14:11Z,BTCUSDT,buy,1.31,106.43,0.14,139.65
1201,2021-05-29T10:06:44Z,BTCUSDT,sell,1.12,103.68,0.12,116.20
1202,2021-05-29T10:59:18Z,BTCUSDT,buy,1.87,107.25,0.20,200.29
1203,2021-05-29T11:51:51Z,BTCUSDT,sell,1.66,105.59,0.18,175.91
1204,2021-05-29T12:44:25Z,BTCUSDT,buy,1.18,101.11,0.12,119.27
1205,2021-05-29T13:36:59Z,BTCUSDT,sell,1.19,107.46,0.13,127.63
1206,2021-05-29T14:29:32Z,BTCUSDT,buy,1.88,108.05,0.20,203.74
1207,2021-05-29T15:22:06Z,BTCUSDT,sell,1.45,106.57,0.15,154.55
1208,2021-05-29T16:14:39Z,BTCUSDT,buy,1.65,108.32,0.18,178.72
1209,2021-05-29T17:07:13Z,BTCUSDT,sell,1.23,109.09,0.13,134.13
1210,2021-05-29T17:59:47Z,BTCUSDT,buy,1.11,102.21,0.11,113.79
1211,2021-05-29T18:52:20Z,BTCUSDT,sell,1.89,100.93,0.19,190.90
1212,2021-05-29T19:44:54Z,BTCUSDT,buy,1.92,101.56,0.19,195.13
1213,2021-05-29T20:37:27Z,BTCUSDT,sell,1.57,101.03,0.16,158.68
1214,2021-05-29T21:30:01Z,BTCUSDT,buy,1.27,107.95,0.14,137.25
1215,2021-05-29T22:22:35Z,BTCUSDT,sell,1.82,107.93,0.20,196.13
1216,2021-05-29T23:15:08Z,BTCUSDT,buy,1.21,106.74,0.13,129.57
1217,2021-05-30T00:07:42Z,BTCUSDT,sell,1.77,102.28,0.18,181.21
1218,2021-05-30T01:00:15Z,BTCUSDT,buy,1.34,109.08,0.15,145.87
1219,2021-05-30T01:52:49Z,BTCUSDT,sell,1.17,101.39,0.12,118.83
1220,2021-05-30T02:45:23Z,BTCUSDT,buy,1.56,104.88,0.16,164.03
1221,2021-05-30T03:37:56Z,BTCUSDT,sell,1.27,106.93,0.14,135.79
1222,2021-05-30T04:30:30Z,BTCUSDT,buy,1.17,108.34,0.13,127.07
1223,2021-05-30T05:23:03Z,BTCUSDT,sell,1.26,104.94,0.13,132.52
1224,2021-05-30T06:15:37Z,BTCUSDT,buy,1.98,103.15,0.20,204.42
1225,2021-05-30T07:08:11Z,BTCUSDT,sell,1.29,100.30,0.13,129.98
1226,2021-05-30T08:00:44Z,BTCUSDT,buy,1.00,109.58,0.11,109.78
1227,2021-05-30T08:53:18Z,BTCUSDT,sell,1.17,108.29,0.13,127.02
1228,2021-05-30T09:45:51Z,BTCUSDT,buy,1.94,108.16,0.21,209.87
1229,2021-05-30T10:38:25Z,BTCUSDT,sell,1.48,102.08,0.15,150.99
1230,2021-05-30T11:30:59Z,BTCUSDT,buy,1.01,101.82,0.10,103.35
1231,2021-05-30T12:23:32Z,BTCUSDT,sell,1.81,105.99,0.19,191.63
1232,2021-05-30T13:16:06Z,BTCUSDT,buy,1.82,107.57,0.20,196.18
1233,2021-05-30T14:08:39Z,BTCUSDT,sell,1.28,100.70,0.13,128.59
1234,2021-05-30T15:01:13Z,BTCUSDT,buy,1.18,102.25,0.12,120.47
1235,2021-05-30T15:53:47Z,BTCUSDT,sell,1.38,103.28,0.14,142.19
1236,2021-05-30T16:46:20Z,BTCUSDT,buy,1.98,106.76,0.21,211.63
1237,2021-05-30T17:38:54Z,BTCUSDT,sell,1.29,106.80,0.14,138.06
1238,2021-05-30T18:31:27Z,BTCUSDT,buy,1.99,103.74,0.21,206.78
1239,2021-05-30T19:24:01Z,BTCUSDT,sell,1.70,109.86,0.19,186.91
1240,2021-05-30T20:16:35Z,BTCUSDT,buy,1.72,103.41,0.18,178.47
1241,2021-05-30T21:09:08Z,BTCUSDT,sell,1.64,101.94,0.17,167.29
1242,2021-05-30T22:01:42Z,BTCUSDT,buy,1.03,105.90,0.11,108.67
1243,2021-05-30T22:54:15Z,BTCUSDT,sell,1.52,102.23,0.16,155.59
1244,2021-05-30T23:46:49Z,BTCUSDT,buy,1.75,108.87,0.19,190.91
1245,2021-05-31T00:39:23Z,BTCUSDT,sell,1.87,107.35,0.20,201.34
1246,2021-05-31T01:31:56Z,BTCUSDT,buy,1.54,101.05,0.16,155.33
1247,2021-05-31T02:24:30Z,BTCUSDT,sell,1.40,104.40,0.15,145.96
1248,2021-05-31T03:17:03Z,BTCUSDT,buy,1.73,100.26,0.17,173.79
1249,2021-05-31T04:09:37Z,BTCUSDT,sell,1.51,103.37,0.16,156.02
1250,2021-05-31T05:02:11Z,BTCUSDT,buy,1.50,109.86,0.16,164.55
1251,2021-05-31T05:54:44Z,BTCUSDT,sell,1.73,107.96,0.19,186.63
1252,2021-05-31T06:47:18Z,BTCUSDT,buy,1.83,104.39,0.19,191.72
1253,2021-05-31T07:39:51Z,BTCUSDT,sell,1.87,103.89,0.19,194.20
1254,2021-05-31T08:32:25Z,BTCUSDT,buy,1.47,101.21,0.15,148.63
1255,2021-05-31T09:24:59Z,BTCUSDT,sell,1.16,108.12,0.13,125.25
1256,2021-05-31T10:17:32Z,BTCUSDT,buy,1.48,108.07,0.16,159.87
1257,2021-05-31T11:10:06Z,BTCUSDT,sell,1.68,107.04,0.18,180.43
1258,2021-05-31T12:02:39Z,BTCUSDT,buy,1.64,100.45,0.16,164.53
1259,2021-05-31T12:55:13Z,BTCUSDT,sell,1.34,105.16,0.14,141.03
1260,2021-05-31T13:47:47Z,BTCUSDT,buy,1.26,104.73,0.13,131.96
1261,2021-05-31T14:40:20Z,BTCUSDT,sell,1.51,102.60,0.16,155.27
1262,2021-05-31T15:32:54Z,BTCUSDT,buy,1.94,101.50,0.20,196.60
1263,2021-05-31T16:25:27Z,BTCUSDT,sell,1.80,106.82,0.19,192.15
1264,2021-05-31T17:18:01Z,BTCUSDT,buy,1.50,102.36,0.15,153.60
1265,2021-05-31T18:10:35Z,BTCUSDT,sell,1.01,108.78,0.11,110.38
1266,2021-05-31T19:03:08Z,BTCUSDT,buy,1.16,106.24,0.12,123.20
1267,2021-05-31T19:55:42Z,BTCUSDT,sell,1.19,108.57,0.13,129.07
1268,2021-05-31T20:48:15Z,BTCUSDT,buy,1.07,103.14,0.11,110.31
